id,display name,username,weight,num_tweets,engagement
1816264150755979264,,webuildscore,2.162391733,8,171769
17486417,,MarkCreaser,2.126695522,8,164958
944961548375773184,,SatoshiFlipper,2.069038084,6,214163
1166086993404682240,,EvanMalanga,2.037232253,8,147888
1038788983382265861,,Raleigh_CA,1.982580264,9,107357
1346819915366477825,,_g_x_g,1.941574163,8,129636
1061595929189314560,,ch_egan,1.911031892,4,244221
1328233564844953601,,jollygreenmoney,1.897112682,5,211462
1847974798040985600,,taoinsider,1.892845744,4,240751
1466627762660257796,,princeharry_za,1.86963668,8,115910
183309709,,badenglishtea,1.861078184,8,114277
1899811098011865088,,simplytao_,1.858631141,2,294429
1165520764201656320,,flickyobean,1.838815358,9,79926
1838738753923485696,,axionyu,1.820660656,9,76462
13348,,Scobleizer,1.782228356,2,279851
1454296406328365064,,SubnetSummerT,1.723732668,7,118174
1839766480860393473,,v0idai,1.677425575,3,229751
1809029796300795906,,KaspaKii,1.665995031,3,227570
913744615,,rob_svrn,1.664563455,2,257400
1908065208847020032,,taocan_bot,1.632911197,6,130948
3951601093,,0xarrash,1.599934254,5,154759
1764410143217700864,,MacrocosmosAI,1.585443778,6,121891
1216268731468435456,,nAvi_the_NORTH,1.52807697,7,80842
23140469,,DavFields,1.526544231,4,170859
1152937010,,richdotca,1.495734976,7,74671
1306649216278769664,,HashTensor,1.473160556,5,130570
2436422761,,DistStateAndMe,1.440421041,6,94220
1372173413943492617,,EzMoneyGems,1.437430522,2,214062
1747604689221283842,,taodotbot,1.428804686,3,182313
1662165153855717376,,ridges_ai,1.418769823,5,120192
963767159536209921,,TheBlock__,1.41590588,2,209955
1410787559467151363,,GeckoTerminal,1.404025405,3,177585
1540822016030285824,,CryptoReviewing,1.363517195,2,199959
906230721513181184,,coinbureau,1.355424353,1,228518
1350269503033245704,,BlocksterCom,1.344156279,1,226368
1364146611526373377,,HawkOfCrypto,1.300596548,5,97644
1917991360533299200,,xtaohq,1.298572744,4,127361
1489737129546551296,,hyperlane,1.297362081,4,127130
1001414496819261440,,ElonTrades,1.284892241,2,184957
1871255258921664512,,TeamRizzoAI,1.277935409,6,63217
502188770,,officialneeve,1.259726713,4,119949
1470281091802025984,,homieofweb3,1.257777074,4,119577
1770494248032370688,,dippy_ai,1.255052564,5,88954
